name_ja,name_en,name_zh_cn,name_ko,name_vi,name_ru,name_id,note_ja,note_en,fee,trash_type_str
鉄板,Iron plate / Steel plate,铁板,철판,Tấm sắt,Железный лист,Pelat besi,なし,N/A,有料,燃やせないごみ
手袋（布・合成皮革製）,Gloves (cloth / synthetic leather),手套 (布制/合成皮革制),장갑 (천/합성 가죽),Găng tay (vải/da tổng hợp),Перчатки (ткань/кожзам),Sarung tangan (kain/kulit sintetis),古着の無料回収に出すと資源に！,Can be recycled via free used clothing collection.,有料,燃やせるごみ
テレビ（ブラウン管・液晶・有機EL・プラズマ式）,"Television (CRT, LCD, OLED, Plasma)",电视机 (显像管/液晶/OLED/等离子),텔레비전 (브라운관/액정/OLED/플라즈마),"Tivi (CRT, LCD, OLED, Plasma)","Телевизор (ЭЛТ, ЖК, OLED, плазма)","Televisi (CRT, LCD, OLED, Plasma)",販売店または家電回収協力店へ。詳細は「テレビ・冷蔵庫・洗濯機・エアコンリサイクル」ページ参照,Take to the retailer or appliance collection partner. See recycling page for details.,-,市で収集しないもの
テレビゲーム機,Video game console,电视游戏机,비디오 게임기,Máy chơi game video,Игровая приставка,Konsol video game,小型家電の無料回収に出すと資源に！,Can be recycled via free collection of small home appliances.,有料,燃やせないごみ
テレビ台,TV stand / TV rack,电视柜,TV 받침대,Kệ TV,Тумба под телевизор,Rak TV,木製はリユース（再利用）収集対象,Wooden items are subject to reuse collection.,有料,大型ごみ
テレホンカード,Telephone card,电话卡,전화 카드,Thẻ điện thoại,Телефонная карта,Kartu telepon,なし,N/A,有料,燃やせるごみ
電気ストーブ,Electric heater / Electric stove,电暖器,전기 스토브,Lò sưởi điện,Электрический обогреватель,Pemanas listrik,小型家電の無料回収に出すと資源に！,Can be recycled via free collection of small home appliances.,有料,燃やせないごみ
電気シェーバー,Electric shaver,电动剃须刀,전기 면도기,Máy cạo râu điện,Электробритва,Alat cukur listrik,小型家電の無料回収に出すと資源に！,Can be recycled via free collection of small home appliances.,有料,燃やせないごみ
電気毛布,Electric blanket,电热毯,전기 담요,Chăn điện,Электрическое одеяло,Selimut listrik,なし,N/A,有料,燃やせないごみ
電球,Light bulb,灯泡,전구,Bóng đèn,Электрическая лампочка,Bohlam lampu,厚紙などで包んで、「キケン」と表示,"Wrap in thick paper, mark as 'DANGER'.",有料,燃やせないごみ
電子オルガン,Electronic organ,电子风琴,전자 오르간,đàn organ điện tử,электронный орган,organ elektronik,小型家電の無料回収に出すと資源に！※木製及び一人で動かすことが困難な製品は、小型家電の無料回収に出せません,"Can be recycled as small appliance, but wooden items or items difficult for one person to move are excluded. Pianos must be consulted with retailers.",有料,大型ごみ
電子辞書,Electronic dictionary,电子词典,전자사전,Từ điển điện tử,Электронный словарь,Kamus elektronik,小型家電の無料回収に出すと資源に！,Can be recycled at designated small appliance collection points.,有料,燃やせないごみ
電子たばこ（加熱式たばこ）,E-cigarettes (heated tobacco products),电子烟（加热式烟草）,전자담배 (가열식 담배),Thuốc lá điện tử (sản phẩm thuốc lá làm nóng),Электронная сигарета (системы нагревания табака),Rokok elektrik (produk tembakau yang dipanaskan),なし,None.,無料,加熱式たばこ・電子たばこ、ライター
電磁調理器,Induction cooker,电磁炉,인덕션 조리기,Bếp từ,Индукционная плита,Kompor induksi,小型家電の無料回収に出すと資源に！,Can be recycled at designated small appliance collection points.,有料,大型ごみ
電子手帳,Electronic organizer / PDA,电子记事本,전자수첩,Sổ tay điện tử,Электронный органайзер,Buku catatan elektronik,小型家電の無料回収に出すと資源に！,Can be recycled at designated small appliance collection points.,有料,燃やせないごみ
電子ピアノ,Digital piano,电子钢琴,전자 피아노,Đàn piano điện,Цифровое пианино,Piano digital,小型家電の無料回収に出すと資源に！※木製又は一人で動かすことが困難な製品は出せません／ピアノは販売店に相談,"Can be recycled as small appliance, but wooden items or items difficult for one person to move are excluded. Pianos must be consulted with retailers.",有料,大型ごみ
電子レンジ,Microwave oven,微波炉,전자레인지,Lò vi sóng,Микроволновая печь,Oven microwave,指定ごみ袋に入る場合は「燃やせないごみ」／小型家電の無料回収に出すと資源に！,"If it fits in the designated bag, dispose of as 'Non-burnable waste'. Can also be recycled as small appliance.",有料,大型ごみ
電子レンジ台,Microwave stand,微波炉架,전자레인지대,Kệ lò vi sóng,Стойка для микроволновой печи,Rak microwave,木製はリユース（再利用）収集対象,Wooden stands are subject to reuse collection.,有料,大型ごみ
電卓,Calculator,计算器,계산기,Máy tính,Калькулятор,Kalkulator,小型家電の無料回収に出すと資源に！,Can be recycled at designated small appliance collection points.,有料,燃やせないごみ
電池,Batteries,电池,건전지/배터리,Pin/Ắc quy,Батарейки,Baterai,種類により異なります（乾電池（筒型）／充電式電池（ニカド電池・ニッケル水素電池・リチウムイオン電池）／ボタン電池／リチウムコイン電池 を参照）,Varies depending on type. (See Dry cell batteries / Rechargeable batteries / Button batteries / Lithium coin batteries),-,（備考欄参照）
点滴バッグ,IV bags (Infusion bags),输液袋,링거 백 (수액 주머니),Túi truyền dịch,Мешок для инфузий,Kantong infus,中身は使い切って。チューブは切りはなして「燃やせるごみ」へ／詳細は「家庭から出る医療系ビニールバッグの分別の仕方」参照,Empty contents completely. Separate tubes and dispose of them as 'Burnable waste'. See details on medical vinyl bag disposal.,無料,容器包装プラスチック
テント,Tent,帐篷,텐트,Lều trại,Палатка,Tenda,なし,None.,有料,大型ごみ
電動式ランニングマシーン,Electric treadmill,电动跑步机,전동 러닝머신,Máy chạy bộ điện,Электрическая беговая дорожка,Treadmill elektrik,小型家電の無料回収に出すと資源に！※一人で動かすことが困難な製品は、小型家電の無料回収に出せません,"Can be recycled as small appliance. However, products difficult for one person to move are excluded from small appliance collection.",有料,大型ごみ
電動歯ブラシ,Electric toothbrush,电动牙刷,전동 칫솔,Bàn chải đánh răng điện,Электрическая зубная щетка,Sikat gigi elektrik,小型家電の無料回収に出すと資源に！,Can be recycled at designated small appliance collection points.,有料,燃やせないごみ
電話機,Telephone,电话机,전화기,Điện thoại,Телефон,Pesawat telepon,小型家電の無料回収に出すと資源に！,Can be recycled at designated small appliance collection points.,有料,燃やせないごみ
電話台,Telephone stand / Table,电话台,전화대,Bàn điện thoại,Подставка для телефона,Meja telepon,木製はリユース（再利用）収集対象,Wooden stands are subject to reuse collection.,有料,大型ごみ
電話帳,Phone book,电话簿,전화번호부,Danh bạ điện thoại,Телефонный справочник,Buku telepon,古紙（新聞・雑誌・ダンボール）の無料回収ページで回収拠点等を確認。やむを得ない場合は「雑がみ」で収集,"Check recycling centers for waste paper (newspaper, magazines, cardboard). If unavoidable, dispose of as 'Mixed paper'.",-,集団資源回収など
ドア,Door,门,문 (도어),Cửa,Дверь,Pintu,鋼鉄製は金属商へ,Steel doors should be taken to a metal dealer.,有料,大型ごみ
砥石,Whetstone / Sharpening stone,磨刀石,숫돌,Đá mài,Точильный камень,Batu asah,なし,None.,有料,燃やせないごみ
トイレタンク,Toilet tank,马桶水箱,변기 물탱크,Thùng nước bồn cầu,Бачок унитаза,Tangki toilet,なし,None.,有料,大型ごみ
トイレットペーパーの芯,Toilet paper roll core,卫生纸卷筒,두루마리 휴지 심,Lõi giấy vệ sinh,Втулка от туалетной бумаги,Gulungan inti tisu toilet,なし,None.,無料,雑がみ
トイレブラシ,Toilet brush,马桶刷,변기솔,Cọ bồn cầu,Туалетный ёршик,Sikat toilet,なし,None.,有料,燃やせるごみ
陶磁器,Ceramics / Pottery,陶瓷器,도자기,Đồ gốm sứ,Керамика/Фарфор,Keramik,なし,None.,有料,燃やせないごみ
透析バッグ,Dialysis bag,透析袋,투석 백,Túi lọc máu (thẩm phân),Диализный мешок,Kantong dialisis,中身は使い切って、チューブは切りはなして「燃やせるごみ」,Empty contents completely. Separate tubes and dispose of them as 'Burnable waste'.,無料,容器包装プラスチック
豆腐のパック,Tofu container,豆腐盒,두부 용기,Hộp đựng đậu phụ,Упаковка от тофу,Kemasan tahu,なし,None.,無料,容器包装プラスチック
灯油タンク,Kerosene tank,煤油罐,등유 탱크,Thùng dầu hỏa,Бак для керосина,Tangki minyak tanah,90ℓを超えるものは金属商へ相談。ポリタンクは「燃やせるごみ」,Consult a metal dealer if over 90L. Poly tanks should be disposed of as 'Burnable waste'.,有料,大型ごみ
トースター,Toaster,烤面包机,토스터,Máy nướng bánh mì,Тостер,Pemanggang roti,小型家電の無料回収に出すと資源に！,Can be recycled at designated small appliance collection points.,有料,燃やせないごみ
土管・U字溝,Earthen pipes / U-shaped drainage ditches,土管/U形槽,토관/U자형 수로,Ống cống đất sét/Rãnh chữ U,Глиняная труба / U-образный канал,Pipa tanah liat/Saluran berbentuk U,なし,None.,有料,大型ごみ
時計,Clock/Watch,时钟/手表,시계,Đồng hồ,Часы,Jam,小型家電の無料回収に出すと資源に！※木製の時計は小型家電の無料回収に出せません,Can be recycled as small appliance. Wooden clocks are excluded from small appliance collection.,有料,燃やせないごみ
戸棚,Cupboard / Cabinet,橱柜,찬장/수납장,Tủ chén,Шкаф/Буфет,Lemari,木製はリユース（再利用）収集対象,Wooden items are subject to reuse collection.,有料,大型ごみ
トタン板,Galvanized iron sheet,镀锌铁板,함석판,Tấm tôn kẽm,Оцинкованный лист,Lembaran besi galvanis,なし,None.,有料,大型ごみ
トナーカートリッジ,Toner Cartridge,墨粉盒,토너 카트리지,Hộp mực toner,Тонер-картридж,Kartrid Toner,なし,None,有料,燃やせるごみ
ドライバー,Screwdriver,螺丝刀,드라이버,Tua vít,Отвертка,Obeng,電動式は小型家電の無料回収に出すと資源に！,Electric ones become resources if placed in free small appliance collection!,有料,燃やせないごみ
ドライヤー,Hair Dryer,吹风机,드라이어,Máy sấy tóc,Фен,Pengering Rambut,小型家電の無料回収に出すと資源に！,Becomes a resource if placed in free small appliance collection!,有料,燃やせないごみ
ドラム缶,Drum Can (Barrel),油桶（铁桶）,드럼통,Thùng phuy,Бочка (металлическая),Drum Besi,金属商に相談,Consult a metal dealer.,-,市で収集しないもの
ドラムセット,Drum Set,架子鼓,드럼 세트,Bộ trống,Барабанная установка,Set Drum,なし,None,有料,大型ごみ
鶏がら（骨）,Chicken Carcass (Bones),鸡骨头,닭뼈,Xương gà,Куриный скелет (кости),Tulang Ayam,なし,None,有料,燃やせるごみ
